,X,Y,Z,"relatedness(Y,Z)","relatedness(X,Z)",surprisal(Z),ambiguity(Z),"dissimilarity(x,y)",Score
3342,relationship,group,good,2.2949581993778833e-05,5.24561874143516e-05,0.014635767128643477,0.9486145361157808,0.3160953225089913,5.569357059608069e-12
4214,relationship,relationships,close,1.590524965205194e-05,6.134882008648605e-05,0.02028669019710018,0.959505617430414,0.28095803299367,5.5615949416893555e-12
3113,relationship,competition,good,1.8816215592373497e-05,5.017657491299599e-05,0.013999733910105425,0.9073901608401663,0.42005606838750065,5.552139093455657e-12
3128,relationship,wine,good,1.8870008543777367e-05,5.032002278340631e-05,0.014039757208212123,0.9099842634952301,0.41440502231560394,5.524557950778188e-12
3263,relationship,examples,good,1.8945976322766772e-05,5.052260352737806e-05,0.014096279131357201,0.9136477214768556,0.40626239432578226,5.481681867291138e-12
3269,relationship,read,good,1.897881688280687e-05,5.061017835415165e-05,0.014120713327477198,0.915231419373522,0.4026810791744077,5.461662547092325e-12
3444,relationship,experience,good,3.389096472608815e-05,5.422554356174103e-05,0.015129434049883364,0.9806114661961438,0.19537719544760648,5.4323081731166605e-12
3304,relationship,response,good,1.916923802852813e-05,5.111796807607502e-05,0.014262391411354788,0.9244142581433658,0.38112315667245106,5.3264287298174385e-12
2990,relationship,match,good,1.659921798428841e-05,4.8288634136111734e-05,0.013472980767623164,0.8732487534570568,0.4870883808587568,5.260221225259614e-12
3328,relationship,test,good,1.925924886128138e-05,5.135799696341702e-05,0.014329361716907794,0.9287549260958754,0.37041726962557864,5.250074838502063e-12
3334,relationship,note,good,1.928349039832756e-05,5.142264106220682e-05,0.014347398025354216,0.9299239460877732,0.367471908649226,5.228020909774921e-12
3524,relationship,thing,good,0.0005044941201483257,5.528702686556994e-05,0.015425597824102544,0.9998072663770166,0.012133567509751883,5.220473070451937e-12
3487,relationship,standing,good,3.747479065622724e-05,5.4508786409057795e-05,0.015208461454628527,0.9857336127999969,0.16762441027750363,5.207487939045727e-12
4511,relationship,shot,better,2.4171902884373284e-05,2.4171902884373284e-05,0.026976748338754266,0.9441861918563993,0.328305785797656,5.174755304297751e-12
4033,relationship,EDITORIAL,close,1.0007898632914262e-05,5.404265261773701e-05,0.017870703129089838,0.8452359588083032,0.5340943820022019,5.162252052605723e-12
4037,relationship,Hereford,close,1.0007898632914262e-05,5.404265261773701e-05,0.017870703129089838,0.8452359588083032,0.5340943820022019,5.162252052605723e-12
4044,relationship,Leigh,close,1.0007898632914262e-05,5.404265261773701e-05,0.017870703129089838,0.8452359588083032,0.5340943820022019,5.162252052605723e-12
4040,relationship,Search,close,1.0007898632914262e-05,5.404265261773701e-05,0.017870703129089838,0.8452359588083032,0.5340943820022019,5.162252052605723e-12
4538,relationship,use,better,7.322301063125881e-05,2.5468873263046535e-05,0.028424215825102073,0.9948475538785725,0.09731599296249158,5.158578265975759e-12
4518,relationship,product,better,2.7673995864828824e-05,2.4599107435403394e-05,0.027453524607359923,0.9608733612575973,0.2756241757197538,5.151178957923157e-12
3533,relationship,team,good,0.00018650994040209377,5.526220456358334e-05,0.015418672169582455,0.9993583813618256,0.032327268838082644,5.137433093448293e-12
1357,relationship,night,good,2.253299837874828e-05,3.135025861391065e-05,0.008747015502129531,0.5669361899528399,0.8237152692229204,5.0897579102813505e-12
1863,relationship,candidate,good,1.8233604827907243e-05,3.646720965581448e-05,0.010174692722862592,0.6594708246299827,0.7516612970131721,5.0853232415774025e-12
3514,relationship,results,good,4.799374446907821e-05,5.4849993678946515e-05,0.015303661475652647,0.9919039845330418,0.12606457908941987,5.0786659172058364e-12
3517,relationship,players,good,4.7994775520028595e-05,5.485117202288981e-05,0.015303990244638759,0.9919252936339935,0.1258967609573734,5.072232044948463e-12
3474,relationship,hands,good,2.6899720852648082e-05,5.379944170529616e-05,0.0150105476448393,0.9729058658692138,0.23071379672378134,5.011822085516357e-12
3539,relationship,sign,good,5.3232800624109674e-05,5.494998774101643e-05,0.015331560754628878,0.993712271133353,0.11090924033004824,4.973945406660081e-12
3337,relationship,race,good,1.7463058959924676e-05,5.080162606523541e-05,0.014174129030273151,0.9186935482584448,0.39471667759138085,4.9634058965007956e-12
3511,relationship,government,good,3.4015367753554225e-05,5.442458840568675e-05,0.01518496942383526,0.9842109811745074,0.17634669580128093,4.957372718805608e-12
3443,relationship,impression,good,2.1475899883470075e-05,5.286375355931094e-05,0.014749481896741773,0.9559849377517815,0.2930447889311627,4.907046071533972e-12
3352,relationship,shots,good,1.7547760926024782e-05,5.1048031784799364e-05,0.01424287853168501,0.9231495344610654,0.384177139509399,4.901511206795209e-12
3486,relationship,chunk,good,2.51449751052525e-05,5.3642613557872e-05,0.014966791124244583,0.9700697950899265,0.24236456900263123,4.892816948001762e-12
3417,relationship,bet,good,1.9585300292701915e-05,5.222746744720511e-05,0.014571952117644199,0.9444783779954572,0.32825028347171176,4.892738976740089e-12
